model,spec,dependent,treatment_spec,term,coef,std_err,t,p,r2,n
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,Intercept,1.7497439126241257,0.27431266349580863,6.378647964427136,1.7865818150950953e-10,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,C(district)[T.brekum_west],0.7453506619035482,0.26692340416368004,2.7923765779882377,0.005232242395298819,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,C(district)[T.jaman_south],1.2605337055357455,0.211047737894399,5.972742082487863,2.3329858227922894e-09,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,C(district)[T.kintampo_north],0.928252872009732,0.26435025842250365,3.5114505941814946,0.0004456682939095349,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,C(district)[T.kintampo_south],0.9102164712193708,0.22024630945853962,4.132720650153345,3.584943360571387e-05,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,C(district)[T.nkoranza_south],0.5233852154697783,0.2579395117690033,2.02910058982547,0.04244804585228467,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,C(district)[T.sene_west],0.6512380914701373,0.021917476720867676,29.713187323707395,5.1874683321469067e-194,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,C(district)[T.tain],0.9275446471948117,0.19401634976729287,4.780755066814356,1.7463802888718468e-06,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,C(district)[T.techiman_north],0.7769005928818754,0.2137533031897329,3.63456648991421,0.000278448442070615,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,log_dist_galamsey,0.00363915580330193,0.11836774527618177,0.030744488668013933,0.9754733110903319,0.16630354700389072,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey,age,0.00980425884956395,0.005481597477734535,1.788576941190492,0.07368297418391984,0.16630354700389072,410
