model,spec,dependent,treatment_spec,term,coef,std_err,t,p,r2,n
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,Intercept,1.6251635444328971,0.34558167761429437,4.702690130021161,2.567559379260533e-06,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,C(district)[T.brekum_west],0.8825473890546651,0.2848451579326074,3.0983408510790635,0.0019460746256613091,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,C(district)[T.jaman_south],1.3610060490625564,0.20981855450082565,6.486585765975243,8.780330692033964e-11,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,C(district)[T.kintampo_north],1.0363365049762017,0.23604300374476436,4.390456351321484,1.1311302000670359e-05,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,C(district)[T.kintampo_south],1.0224602868743733,0.22388979956178826,4.5668015643213735,4.9522240408518625e-06,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,C(district)[T.nkoranza_south],0.6613052852992345,0.2851284889825944,2.3193237815657337,0.020377486891216597,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,C(district)[T.sene_west],0.6831746013181472,0.06789314164055348,10.062497990372535,8.091863925522517e-24,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,C(district)[T.tain],1.0265378622290116,0.20603620083789487,4.982317952157693,6.282708911120178e-07,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,C(district)[T.techiman_north],0.8971675868694081,0.24822273848151985,3.614365035039697,0.0003010846078236417,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,log_dist_galamsey_min50px,0.04622567423516305,0.09107679232259817,0.5075461383337875,0.6117716718655992,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,age,0.009664579651933198,0.005610880882687043,1.7224710083855577,0.08498423021865625,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,gender,-0.017505157185437152,0.07455240507857666,-0.2348033865170022,0.8143613391585858,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,education,-0.09753224792099227,0.028842573115237895,-3.3815376849808434,0.0007208134499676407,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,num_plots,0.029323336597334188,0.028755683043870713,1.019740569284946,0.30785151564847335,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,owns_land,0.23204715652360486,0.08407247443061562,2.760084773228741,0.005778636442903035,0.16731346644045086,410
M1_EconomicImpact,A_district_FE,perc_cashew_income,log_dist_galamsey_min50px,farm_exp,-0.006445310246535885,0.004177671635331012,-1.542799628392814,0.12287939968411736,0.16731346644045086,410
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,Intercept,9.705984953143284,0.37577949447669085,25.828937171411663,4.1964158112935765e-147,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,C(district)[T.brekum_west],-0.2467915929052662,0.3835982836962295,-0.6433594815056571,0.5199908684386518,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,C(district)[T.jaman_south],-0.5515476827883505,0.313163241604353,-1.7612146303082716,0.07820208272120048,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,C(district)[T.kintampo_north],-0.24501446860376408,0.29534057159036453,-0.829599764381839,0.40676511004187565,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,C(district)[T.kintampo_south],-0.07560362107761764,0.32922049929233543,-0.22964433028966544,0.8183681567135845,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,C(district)[T.nkoranza_south],-0.3401685243663024,0.39229417775871744,-0.8671261100783525,0.3858729159200964,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,C(district)[T.sene_west],-0.3848849186127159,0.1005510813768868,-3.8277551403956114,0.00012931730750214942,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,C(district)[T.tain],-0.3148330199811715,0.3055393724261501,-1.0304171848008483,0.3028142096224793,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,C(district)[T.techiman_north],-0.030184760437076408,0.3475826267778717,-0.0868419711217801,0.9307971254923775,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,log_dist_galamsey_min50px,-0.05753570111722994,0.11841951853584987,-0.48586332581492303,0.6270640721649092,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,age,-0.0016152062288097343,0.00823472495979053,-0.19614574095633436,0.8444960954446052,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,gender,-0.11783709028719824,0.1131355653777737,-1.0415565599882368,0.2976173175326007,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,education,0.0053262731942786135,0.039391704884970624,0.13521306604606448,0.8924434167540034,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,num_plots,-0.00034689377732492754,0.05910738134173947,-0.005868874063618241,0.9953173428766842,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,owns_land,0.02461732226399027,0.08275682788684356,0.2974657547006325,0.7661109491226057,0.029274977968385074,405
M2_RiskPerception,A_district_FE,worry_env,log_dist_galamsey_min50px,farm_exp,0.00252414982350358,0.007529074215730459,0.33525367809894685,0.7374337332381746,0.029274977968385074,405
M3_CarbonInvestment,A_district_FE,sust_participation,log_dist_galamsey_min50px,Intercept,0.6254324801520152,0.1663479854725985,3.7597839154778283,0.00017006018176416593,0.03522581324087737,409
M3_CarbonInvestment,A_district_FE,sust_participation,log_dist_galamsey_min50px,C(district)[T.brekum_west],-0.137467700552651,0.11825720375439018,-1.1624467363371735,0.2450540484054894,0.03522581324087737,409
M3_CarbonInvestment,A_district_FE,sust_participation,log_dist_galamsey_min50px,C(district)[T.jaman_south],-0.07709739540657612,0.09030688368853504,-0.8537266735112028,0.3932564513228025,0.03522581324087737,409
M3_CarbonInvestment,A_district_FE,sust_participation,log_dist_galamsey_min50px,C(district)[T.kintampo_north],-0.12957494592742402,0.09292619584955543,-1.3943855631107698,0.1632012053139218,0.03522581324087737,409
